Attr1_Str_qu,Attr2_OpPr_qu,Attr3_Costamount_norm,Attr4_RdDi_norm,Attr5_BrDi_norm,Attr5_Str_Type1,Attr5_Str_Type2,Attr5_Str_Type3,Attr6_Major_Type1,Attr6_Major_Type2,Attr7_Cshn1,Attr7_Cshn2,Attr7_Cshn3,Attr7_Cshn4,Attr8_Repha1,Attr8_Repha2,Attr8_Repha3,Attr9_Frctn0,Attr9_Frctn1,Attr10_Snsr0,Attr10_Snsr1,partnumber,s_nm,s_country,s_region,p_nm,p_bu,p_region
0.947368421,0.545454545,0.45605168,0.279576007,-0.178087964,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91724931,ROSENBOOM MACHINE TOOL,United States,Region_1,WICHITA MANUFACTURING PLANT,CE,Region_1
1,0.272727273,0.448947466,0.851645043,1.156791779,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47772659,MONARCH INDUSTRIES LTD,Canada,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.105263158,0.272727273,-0.509492768,-0.487669523,0.31683567,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,87380800,OGNIBENE HIDROSTATICA LTDA,Brazil,Region_3,CURITIBA,AG,Region_3
1,1,0.938100909,2.204420057,1.448089689,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,47760166,KYB CORPORATION,Japan,Region_4,BELO HORIZONTE,CE,Region_3
0.052631579,0.272727273,-0.426206858,-0.038987927,-0.673011597,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47885483,OGNIBENE POWER S.P.A.,Italy,Region_2,CNH JESI DIVISION,AG,Region_2
0.894736842,0.636363636,1.125969655,1.135660493,0.902259625,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91726018,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (LECCE),CW,Region_1
0.736842105,0.272727273,-0.168443331,0.634034468,1.023869432,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,48045040,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.947368421,0.636363636,0.403288744,0.858375267,1.448089689,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,84547698,SERTA S A,France,Region_2,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
1,0.636363636,0.494370429,0.185352872,-0.24879134,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,47903668,SERTA S A,France,Region_2,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.263157895,0.909090909,-0.22513559,-0.003093399,0.900845558,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,51508720,MONARCH INDUSTRIES LTD,Canada,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.736842105,0.909090909,-0.070807537,-0.288006213,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,51517563,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (PIRACICABA),AW,Region_1
0.947368421,0.454545455,-0.073605214,0.284062823,0.721258982,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,90461045,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,BELO HORIZONTE,CE,Region_3
0.315789474,0.727272727,-0.055734658,-0.003093399,0.183913323,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,47922068,ROSENBOOM MACHINE TOOL,United States,Region_1,BURLINGTON MANUFACTURING PLT.,CE,Region_1
0.368421053,0.090909091,-0.23365436,-0.667142162,-0.814418349,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,51547647,SAHGEV SARL,France,Region_2,WMF-EU (SOROCABA),AW,Region_2
0.263157895,0.909090909,-0.376052991,-0.857831841,-0.715433623,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,86986500,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (PIRACICABA),AW,Region_1
0.894736842,0.636363636,1.453785135,1.135211812,1.439605284,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91739114,ROSENBOOM MACHINE TOOL,United States,Region_1,FARGO MANUFACTURING PLANT,AG,Region_1
0.210526316,0.454545455,-0.266424969,-0.038987927,0.599649175,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,90488673,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.421052632,0.727272727,0.148150005,0.858375267,1.448089689,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,84547700,SERTA S A,France,Region_2,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.894736842,0.636363636,1.453785135,1.135211812,1.439605284,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91739114,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (LECCE),CW,Region_1
0.947368421,0.272727273,-0.202046893,0.634034468,1.165276185,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,47905408,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0,0.272727273,-0.508015343,-0.712010322,-0.24879134,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,51507597,SERTA S A,France,Region_2,WMF-EU (GRAND ISLAND),AW,Region_2
0.105263158,0.272727273,-0.337828546,-0.003093399,0.541672406,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,47755737,MONARCH INDUSTRIES LTD,Canada,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.526315789,0.454545455,-0.378442019,-0.572919027,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,90472386,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,BELO HORIZONTE,CE,Region_3
0.894736842,0.636363636,1.126896975,1.135660493,0.902259625,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91726018,ROSENBOOM MACHINE TOOL,United States,Region_1,FARGO MANUFACTURING PLANT,AG,Region_1
0.157894737,0.909090909,-0.416682181,-0.572919027,0.541672406,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47455517,MONARCH INDUSTRIES LTD,Canada,Region_1,GOOD FIELD MANUFACTURING PLT,AG,Region_1
0.263157895,0.454545455,-0.363699202,0.566732229,0.741055927,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,90502510,OGNIBENE POWER S P A,Italy,Region_2,RACINE TRANSMISSION  PLANT,AG,Region_1
0.263157895,0.272727273,-0.59595357,-0.667142162,-0.729574298,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,84264405,OGNIBENE INDIA PVT LTD,India,Region_4,NEW HOLLAND FIAT (INDIA) P LTD / NOIDA NEW DELHI TRACTOR PLT,AG,Region_4
0.526315789,0.909090909,0.84362429,2.276209112,1.978365011,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,87671035,ROSENBOOM MACHINE TOOL,United States,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.526315789,0.909090909,-0.341962193,-0.572919027,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,48129967,ROSENBOOM MACHINE TOOL,United States,Region_1,BENSON MANUFACTURING PLANT,AG,Region_1
1,0.727272727,0.90743648,2.204420057,1.448089689,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,51612314,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CNH CONSTRUCTION EQUIPMENT IND / PITHAMPUR,CE,Region_4
0.842105263,0.272727273,-0.353200054,0.634034468,0.034022165,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,47605011,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.263157895,0,-0.5065222,-0.667142162,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,47782996,OGNIBENE POWER S.P.A.,Italy,Region_2,CNH MODENA PLANT,AG,Region_2
0.631578947,0.909090909,0.714349594,0.566732229,1.798778435,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,87753020,ROSENBOOM MACHINE TOOL,United States,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.105263158,0.272727273,-0.507873887,-0.487669523,0.31683567,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,51638540,OGNIBENE POWER S.P.A.,Italy,Region_2,CNH ANTWERPEN BELGIUM,AG,Region_2
0.421052632,0.272727273,-0.535803508,-1.205560078,-1.380045359,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,51593590,SERTA S A,France,Region_2,WMF-EU (CURITIBA),AW,Region_2
0.052631579,0.090909091,-0.63582833,-0.038987927,-1.012387803,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,48152992,OGNIBENE INDIA PVT LTD,India,Region_4,NEW HOLLAND FIAT (INDIA) P LTD / NOIDA NEW DELHI TRACTOR PLT,AG,Region_4
0.105263158,0.909090909,-0.573855063,-1.142744655,-1.433779925,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47368417,MONARCH INDUSTRIES LTD,Canada,Region_1,GOOD FIELD MANUFACTURING PLT,AG,Region_1
1,0.181818182,0.036352934,0.230221031,0.034022165,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,75267022,PARKER HANNIFIN IND E COM LTDA,Brazil,Region_3,BELO HORIZONTE,CE,Region_3
0.578947368,0.272727273,-0.292169824,-0.572919027,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,84426790,ROSENBOOM MACHINE TOOL,United States,Region_1,BURLINGTON MANUFACTURING PLT.,CE,Region_1
0.789473684,0.454545455,-0.352665666,-0.290249621,-0.175259828,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,90472387,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,BELO HORIZONTE,CE,Region_3
0.684210526,0.272727273,-0.476140682,-0.712010322,-1.097231854,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,84191901,SERTA S A,France,Region_2,WMF-EU (GRAND ISLAND),AW,Region_2
0.263157895,0.454545455,-0.414481761,0.566732229,0.458242422,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,90502511,OGNIBENE POWER S.P.A.,Italy,Region_2,WMF-EU (RACINE TRANS.),AW,Region_2
1,0.181818182,0.036934473,0.230221031,0.034022165,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,75267028,PARKER HANNIFIN IND E COM LTDA,Brazil,Region_3,BELO HORIZONTE,CE,Region_3
0.842105263,0.909090909,-0.344807022,-0.572919027,0.362085831,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47407268,MONARCH INDUSTRIES LTD,Canada,Region_1,GOOD FIELD MANUFACTURING PLT,AG,Region_1
1,0.727272727,0.399390856,1.531397662,0.88246268,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,47760164,KYB CORPORATION,Japan,Region_4,BELO HORIZONTE,CE,Region_3
1,1,0.399390856,1.531397662,0.88246268,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,47760165,KYB CORPORATION,Japan,Region_4,BELO HORIZONTE,CE,Region_3
0.263157895,0,-0.596440806,-0.667142162,-0.673011597,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47885173,OGNIBENE INDIA PVT LTD,India,Region_4,NEW HOLLAND FIAT (INDIA) P LTD / NOIDA NEW DELHI TRACTOR PLT,AG,Region_4
0.368421053,0.090909091,-0.567898211,-0.667142162,-0.814418349,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,84814043,SERTA S A,France,Region_2,WMF-EU (SOROCABA),AW,Region_2
0.210526316,0,-0.597949666,-0.667142162,-0.814418349,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,84335082,OGNIBENE INDIA PVT LTD,India,Region_4,NEW HOLLAND FIAT (INDIA) P LTD / NOIDA NEW DELHI TRACTOR PLT,AG,Region_4
0.631578947,0.636363636,2.335792196,1.706383484,2.157951587,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91726032,ROSENBOOM MACHINE TOOL,United States,Region_1,FARGO MANUFACTURING PLANT,AG,Region_1
0,0.272727273,-0.547214259,-1.000063907,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47732503,MONARCH INDUSTRIES LTD,Canada,Region_1,WMF-NA (CURITIBA),AW,Region_1
0.789473684,0.818181818,0.173643446,-1.142744655,-1.074606774,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47860090,MONARCH INDUSTRIES LTD,Canada,Region_1,NEW HOLLAND MFG PLANT,AG,Region_1
0.052631579,0.272727273,-0.579953371,-1.02608744,-0.955825102,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47607636,SERTA S A,France,Region_2,WMF-EU (GRAND ISLAND),AW,Region_2
0.315789474,0.636363636,0.891719192,1.136557857,1.448089689,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,90381089,WIPRO DO BRASIL INDUSTRIAL SA,Brazil,Region_3,PIRACICABA,AG,Region_3
0.684210526,0.636363636,0.881125739,1.136557857,1.075058677,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91725992,ROSENBOOM MACHINE TOOL,United States,Region_1,FARGO MANUFACTURING PLANT,AG,Region_1
0,0.909090909,-0.52994096,-0.857831841,-1.074606774,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,48055508,MONARCH INDUSTRIES LTD,Canada,Region_1,NEW HOLLAND MFG PLANT,AG,Region_1
1,0.909090909,2.132677681,0.851645043,0.182499255,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47969163,ROSENBOOM MACHINE TOOL,United States,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.105263158,0.272727273,-0.50947705,-0.487669523,0.31683567,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,51638540,OGNIBENE POWER S.P.A.,Italy,Region_2,CNH MODENA PLANT,AG,Region_2
0.473684211,0.909090909,0.050482776,0.281819415,1.080432133,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,87671036,ROSENBOOM MACHINE TOOL,United States,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.052631579,0.272727273,-0.497186131,-0.667142162,-0.24879134,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,51407473,OGNIBENE POWER S.P.A.,Italy,Region_2,CNH JESI DIVISION,AG,Region_2
0.947368421,0.454545455,0.064345424,0.566732229,1.080432133,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,91708360,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,BURLINGTON MANUFACTURING PLT.,CE,Region_1
1,0.545454545,-0.049950696,-0.038987927,-0.24879134,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,75270374,PARKER HANNIFIN IND E COM LTDA,Brazil,Region_3,BELO HORIZONTE,CE,Region_3
0.526315789,0.909090909,0.142617519,-0.572919027,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,51645066,ROSENBOOM MACHINE TOOL,United States,Region_1,BENSON MANUFACTURING PLANT,AG,Region_1
0.526315789,0.272727273,0.421615102,0.40969367,0.887836136,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,84187083,PARKER HANNIFIN IND E COM LTDA,Brazil,Region_3,BELO HORIZONTE,CE,Region_3
0.473684211,0.545454545,0.052981825,-0.285762805,-0.178087964,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,51454157,ROSENBOOM MACHINE TOOL,United States,Region_1,WICHITA MANUFACTURING PLANT,CE,Region_1
1,0.272727273,0.750672247,1.082716065,2.013716699,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,90381087,WIPRO DO BRASIL INDUSTRIAL SA,Brazil,Region_3,PIRACICABA,AG,Region_3
0.210526316,0,-0.628629812,-1.160691919,-1.097231854,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,87302890,OGNIBENE HIDROSTATICA LTDA,Brazil,Region_3,CURITIBA,AG,Region_3
0.473684211,0.909090909,-0.461020651,-0.857831841,-0.715433623,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,87267921,ROSENBOOM MACHINE TOOL,United States,Region_1,BENSON MANUFACTURING PLANT,AG,Region_1
1,0.727272727,0.377433805,1.531397662,0.88246268,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,47760167,KYB CORPORATION,Japan,Region_4,BELO HORIZONTE,CE,Region_3
0.263157895,0.454545455,-0.36945173,0.566732229,0.741055927,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47435288,OGNIBENE POWER S P A,Italy,Region_2,RACINE TRANSMISSION  PLANT,AG,Region_1
0.842105263,0.454545455,-0.342747994,-0.285762805,-0.175259828,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91708896,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.052631579,0.272727273,-0.561579861,-1.02608744,-0.955825102,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47618263,SERTA S A,France,Region_2,WMF-EU (SOROCABA),AW,Region_2
0.789473684,0.909090909,-0.063593302,-0.285762805,-0.715433623,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,91759424,ROSENBOOM MACHINE TOOL,United States,Region_1,BENSON MANUFACTURING PLANT,AG,Region_1
0.263157895,0,-0.59763532,-0.667142162,-0.729574298,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,84392602,OGNIBENE INDIA PVT LTD,India,Region_4,NEW HOLLAND FIAT (INDIA) P LTD / NOIDA NEW DELHI TRACTOR PLT,AG,Region_4
0.421052632,0.272727273,-0.573635021,-0.846614801,-1.380045359,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,51593592,SERTA S A,France,Region_2,WMF-EU (CURITIBA),AW,Region_2
1,0.909090909,-0.224082531,-0.572919027,0.721258982,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47455514,MONARCH INDUSTRIES LTD,Canada,Region_1,GOOD FIELD MANUFACTURING PLT,AG,Region_1
0.684210526,0.636363636,0.901746821,1.136557857,1.075058677,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91725992,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (BELO HORIZONTE),CW,Region_1
0.736842105,0.272727273,-0.471661255,-0.263328725,-0.24879134,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,BU4670096,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CNH CONSTRUCTION EQUIPMENT IND / PITHAMPUR,CE,Region_4
0.789473684,0.909090909,-0.295894821,-0.572919027,-0.715433623,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,87267726,ROSENBOOM MACHINE TOOL,United States,Region_1,BENSON MANUFACTURING PLANT,AG,Region_1
0.736842105,0.909090909,-0.529909525,-0.857831841,-1.074606774,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,87018032,MONARCH INDUSTRIES LTD,Canada,Region_1,NEW HOLLAND MFG PLANT,AG,Region_1
0.947368421,0.909090909,0.660769359,0.566732229,1.798778435,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,84352322,ROSENBOOM MACHINE TOOL,United States,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0,0.545454545,-0.596849455,-1.427657469,-1.433779925,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47647520,ROSENBOOM MACHINE TOOL,United States,Region_1,WICHITA MANUFACTURING PLANT,CE,Region_1
0.263157895,0.090909091,-0.539339898,-0.667142162,-0.24879134,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,84336641,OGNIBENE POWER S.P.A.,Italy,Region_2,WMF-EU (RACINE TRACTOR),AW,Region_2
0.578947368,0.272727273,-0.201481071,0.185352872,0.175428918,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,51415222,SERTA S A,France,Region_2,WMF-EU (SOROCABA),AW,Region_2
0.894736842,0.545454545,-0.297670875,-0.290249621,-0.715433623,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,84340475,ROSENBOOM MACHINE TOOL,United States,Region_1,WICHITA MANUFACTURING PLANT,CE,Region_1
0.157894737,0.818181818,0.072408393,2.84603474,1.260018709,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,21.71495,MONARCH INDUSTRIES LTD,Canada,Region_1,MILLER ST NAZIANZ PLANT,AG,Region_1
0.105263158,0.272727273,-0.543190634,1.307056863,0.034022165,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,47754564,OGNIBENE POWER S.P.A.,Italy,Region_2,CNH MODENA PLANT,AG,Region_2
0.789473684,0.454545455,-0.393310636,-0.003093399,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91743382,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.789473684,0.272727273,-0.498270624,-0.038987927,-0.531604845,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,47605016,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CNH CONSTRUCTION EQUIPMENT IND / PITHAMPUR,CE,Region_4
0.842105263,0.636363636,0.781729609,0.566732229,0.721258982,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91725952,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (BELO HORIZONTE),CW,Region_1
0.473684211,0.545454545,0.052981825,-0.285762805,-0.178087964,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,51454159,ROSENBOOM MACHINE TOOL,United States,Region_1,WICHITA MANUFACTURING PLANT,CE,Region_1
0,0.909090909,-0.574405168,-1.000063907,-1.074606774,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,51508056,MONARCH INDUSTRIES LTD,Canada,Region_1,GOOD FIELD MANUFACTURING PLT,AG,Region_1
0.368421053,0.090909091,-0.570947365,-0.263328725,-1.097231854,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,82026701,OGNIBENE HIDROSTATICA LTDA,Brazil,Region_3,CURITIBA,AG,Region_3
0.157894737,0.909090909,-0.412815728,-0.572919027,0.721258982,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47460302,MONARCH INDUSTRIES LTD,Canada,Region_1,GOOD FIELD MANUFACTURING PLT,AG,Region_1
0.789473684,0.272727273,-0.498270624,-0.038987927,-0.531604845,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,47605015,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CNH CONSTRUCTION EQUIPMENT IND / PITHAMPUR,CE,Region_4
0,0,-0.226188648,-0.857831841,-1.433779925,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,51606021,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (PIRACICABA),AW,Region_1
1,0.727272727,0.324843759,1.531397662,0.88246268,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,91751103,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,CNH CONSTRUCTION EQUIPMENT IND / PITHAMPUR,CE,Region_4
0.105263158,0,-0.647773469,-1.295296398,-1.153794555,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,82826965,OGNIBENE INDIA PVT LTD,India,Region_4,NEW HOLLAND FIAT (INDIA) P LTD / NOIDA NEW DELHI TRACTOR PLT,AG,Region_4
0.315789474,0.818181818,-0.514160802,-0.572919027,-0.356260472,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,87057804,MONARCH INDUSTRIES LTD,Canada,Region_1,NEW HOLLAND MFG PLANT,AG,Region_1
0.894736842,0.272727273,-0.292798515,0.185352872,-0.24879134,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,47465457,SERTA S A,France,Region_2,CNH ZEDELGEM BELGIUM,AG,Region_2
0.473684211,0.636363636,-0.235147502,-0.263328725,0.034022165,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,47612118,SERTA S A,France,Region_2,CASE NEW HOLLAND ITALY (LECCE),CE,Region_2
0.105263158,0.272727273,-0.54158747,1.307056863,0.034022165,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,47754564,OGNIBENE POWER S.P.A.,Italy,Region_2,CNH ANTWERPEN BELGIUM,AG,Region_2
0.842105263,0.909090909,0.155065611,-0.288006213,0.362085831,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,44920376,CANADIAN TOOL & DIE LTD,Canada,Region_1,GOOD FIELD MANUFACTURING PLT,AG,Region_1
0,0.272727273,-0.60632698,-0.857831841,-1.433779925,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,47691796,MONARCH INDUSTRIES LTD,Canada,Region_1,SASKATOON MANUFACTURING PLANT,AG,Region_1
0.421052632,0.272727273,-0.534216062,-1.205560078,-1.380045359,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,48085985,SERTA S A,France,Region_2,CNH PLOCK,AG,Region_2
0.526315789,0.272727273,-0.210172731,0.185352872,0.034022165,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47874705,SAHGEV SARL,France,Region_2,WMF-EU (SOROCABA),AW,Region_2
0.368421053,0.090909091,-0.567898211,-0.667142162,-0.814418349,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,84814043,SERTA S A,France,Region_2,WMF-EU (GRAND ISLAND),AW,Region_2
0.526315789,0.454545455,-0.385750558,0.634034468,-0.390198092,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,84195814,SAHGEV SARL,France,Region_2,WMF-EU (SOROCABA),AW,Region_2
0.052631579,0.272727273,-0.569925741,-1.02608744,-0.955825102,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,47618263,SERTA S A,France,Region_2,CNH PLOCK,AG,Region_2
0.578947368,0.272727273,-0.515842552,-1.142744655,-1.433779925,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,47499642,OGNIBENE POWER S.P.A.,Italy,Region_2,WMF-EU (CURITIBA),AW,Region_2
0.684210526,0.454545455,-0.229740755,0.284062823,0.543086474,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,90472384,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,BELO HORIZONTE,CE,Region_3
0.578947368,0.454545455,-0.26442881,0.284062823,0.543086474,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,90488716,WIPRO ENTERPRISES (P) LIMITED,India,Region_4,BELO HORIZONTE,CE,Region_3
0.894736842,0.545454545,-0.297670875,-0.290249621,-0.715433623,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,84340476,ROSENBOOM MACHINE TOOL,United States,Region_1,WICHITA MANUFACTURING PLANT,CE,Region_1
0.210526316,0,-0.19522559,-1.295296398,-1.153794555,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,75267004,PARKER HANNIFIN IND E COM LTDA,Brazil,Region_3,BELO HORIZONTE,CE,Region_3
0.842105263,1,0.55973863,0.281819415,0.362085831,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91739136,ROSENBOOM MACHINE TOOL,United States,Region_1,FARGO MANUFACTURING PLANT,AG,Region_1
0.631578947,0.636363636,2.335792196,1.706383484,2.157951587,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,91726032,ROSENBOOM MACHINE TOOL,United States,Region_1,WMF-NA (LECCE),CW,Region_1
